title,date,type,id,person,citation,invited-by,original-title,place
Wettbewerb in der Wissenschaft: Ambivalenzen und (un-)in-tendierte Folgen,28.09.2022,Andere Vorträge und Präsentationen,37610,Pühringer S.,", Österreich, 28.09.2022","Teilnahme Podiumsdiskussion, SPACE-Abschlusskonferenz, Universität Wien",,
"Wettbewerb und Wettbewerbsfähigkeit im öffentlichen, politischen und akademischen Diskurs",28.09.2022,Andere Vorträge und Präsentationen,37611,"Aistleitner M., Porak L., Pühringer S., Rath J.",", Österreich, 28.09.2022","Präsentation Forschungsergebnisse, SPACE-Abschlusskonferenz, Universität Wien",,
Opinion Dynamics under Conflicting Interests,30.06.2022,Andere Vorträge und Präsentationen,37645,Mellacher P.,", Österreich, 30.06.2022","Research Seminar, ICAE",,
Dedicated Innovation Systems for the Transformation towards Sustainability,23.06.2022,Andere Vorträge und Präsentationen,37646,Lang S.,", Österreich, 23.06.2022","Research Seminar, ICAE",,
The Performativity of Competitiveness in Academia,09.06.2022,Andere Vorträge und Präsentationen,37647,"Pühringer S., Wolfmayr G.",", Österreich, 09.06.2022","Research Seminar, ICAE",,
EU-Vermögenssteuer für ein grünes und gerechtes Europa,02.06.2022,Andere Vorträge und Präsentationen,40379,"Kapeller J., Wildauer R.",", Österreich, 02.06.2022",Diskurs.Das Wissenschaftlernetz,Diskurs.Das Wissenschaftlernetz,
Re-Inventing Competitiveness — tracing the development of competitiveness as European governmental problem,02.06.2022,Andere Vorträge und Präsentationen,37648,Porak L.,", Österreich, 02.06.2022","Research Seminar, ICAE",,
Development and Interdisciplinarity: a comment on Mitra et al. (2020),12.05.2022,Andere Vorträge und Präsentationen,37649,Aistleitner M.,", Österreich, 12.05.2022","Research Seminar, ICAE",,
"Klimakrise, klimasoziale Politik und die Rolle der Superreichen",05.05.2022,Andere Vorträge und Präsentationen,37650,Theine H.,", Österreich, 05.05.2022","Research Seminar, ICAE",,
"Introducing heterogeneous consumer products into a single-country, SFC macro-ABM framework",28.04.2022,Andere Vorträge und Präsentationen,37651,Hornykewycz A.,", Österreich, 28.04.2022","Research Seminar, ICAE",,
Wirtschaft als transformativer Prozess. Grundlagen und Implikationen für die Wirtschaftswissenschaften,21.04.2022,Andere Vorträge und Präsentationen,37652,Bäuerle L.,", Österreich, 21.04.2022","Research Seminar, ICAE",,
Euphemismen in der Ökonomik: Das Beispiel „Arbeitgeber“ – Herkunft und Etablierung eines Begriffs,07.04.2022,Andere Vorträge und Präsentationen,34291,Hirte K.,", Österreich, 07.04.2022","Open Research Seminar, ICAE","Open Research Seminar, ICAE",
Konfliktlinien in den Wirtschaftswissenschaften und ihre Bedeutung für ‚Bildung und nachhaltige Entwicklung‘ (BNE),24.02.2022,Andere Vorträge und Präsentationen,37653,Eckert G.,", Österreich, 24.02.2022","Open Research Seminar, ICAE",,
Mit neuen Eigentumsformen durch die sozial-ökologische Transformation? Die europäische Industrie zukunftsfit machen,27.01.2022,Andere Vorträge und Präsentationen,37654,Eder J.,", Österreich, 27.01.2022","Open Research Seminar, ICAE",,
Modern Central Banks: Navigating between 'the stars' and a state-led growth model,13.01.2022,Andere Vorträge und Präsentationen,37655,Arbogast M.,", Österreich, 13.01.2022","Open Research Seminar, ICAE",,
Lobbyismus und gesamtwirtschaftliche Entwicklung – ein Literaturüberblick zu Mancur Olsons Theorie,09.12.2021,Andere Vorträge und Präsentationen,34383,Hager T.,", Österreich, 09.12.2021",,Open Research Seminar ICAE,
Shaping Sustainable Employment Relationships in the Age of Digitalisation: Analysing Policy Measures in an Agent-Based Framework,02.12.2021,Andere Vorträge und Präsentationen,40360,"Hornykewycz A., Rath J.",", Österreich, 02.12.2021",,,
The Emergence of Debt and Secular Stagnation in an unequal Society: A stock-flow consistent agent-based approach,18.11.2021,Andere Vorträge und Präsentationen,40359,"Gräbner-Radkowitsch C., Hornykewycz A., Schütz B.",", Österreich, 18.11.2021",,,
"„Hinter jeder erfolgreichen Frau steht ein Mann, der ihr den Rücken stärkt.“",16.10.2021,Andere Vorträge und Präsentationen,32950,"Hager T., Hornykewycz A., Jonjic M., Porak L., Rath J.",", Österreich, 16.10.2021",,Momentum-Kongress,Hallstatt
Competition in Transitional Processes: Polanyi and Schumpeter,04.06.2021,Andere Vorträge und Präsentationen,33556,"Hager T., Heck I., Rath J.",", Österreich, 04.06.2021","Center for the History of Political Economy, Duke University",Duke University CHOPE Summer Institute 2021,online event (planned in USA)
Oligopole Strukturen in der Schlachthofindustrie und ihre Herkunft,27.05.2021,Andere Vorträge und Präsentationen,40375,Hirte K.,", Österreich, 27.05.2021","Research Seminar ICAE, Universität Linz","Research Seminar, ICAE",
Conversations for the Future of Europe,19.05.2021,Andere Vorträge und Präsentationen,33680,Kapeller J.,", Österreich, 19.05.2021","nstitute on the Future of Taxation in Europe, Robert Schuman Centre for Advanced Studies",,Participant in panel discussion - online (planned in ITA)
Competition in Transformational Processes: Polanyi & Schumpeter,17.12.2020,Andere Vorträge und Präsentationen,32226,"Hager T., Heck I., Rath J.",", Österreich, 17.12.2020",,Open Research Seminar ICAE,Universität Linz
"Evolutionary political economic policies in a multisector, multi-regional agent-based model of a global value chain, resource extraction and climate change",10.12.2020,Andere Vorträge und Präsentationen,32211,Gerdes L.,", Österreich, 10.12.2020",,Open Research Seminar ICAE,Universität Linz
Corporate Tax Competition: A meta-analysis,26.11.2020,Andere Vorträge und Präsentationen,32209,Heimberger P.,", Österreich, 26.11.2020",,Open Research Seminar ICAE,Universität Linz
Global Child Chain - Indische Leihmutterschaft im Kontext globaler Güterkettenforschung,19.11.2020,Andere Vorträge und Präsentationen,32210,Griesebner T.,", Österreich, 19.11.2020",,Open Research Seminar ICAE,Universität Linz
The Role of Public Procurement for Driving Corporate Social Innovation in Global IT Supply Chains,12.11.2020,Andere Vorträge und Präsentationen,32213,Strohmaier R.,", Österreich, 12.11.2020",,Open Research Seminar ICAE,Universität Linz
"Minsky-Veblen Cycles: A stock-flow consistent, agent-based approach",05.11.2020,Andere Vorträge und Präsentationen,32212,"Hornykewycz A., Schütz B.",", Österreich, 05.11.2020",,Open Research Seminar ICAE,Universität Linz
Narrative Economics: Introduction to Literary and Media Representations of the Economy,29.10.2020,Andere Vorträge und Präsentationen,32208,Kennedy M.,", Österreich, 29.10.2020",,Open Research Seminar ICAE,Universität Linz
Theorizing Competition: An interdisciplinary approach to the genesis of a contested concept,22.10.2020,Andere Vorträge und Präsentationen,32216,"Gräbner-Radkowitsch C., Pühringer S.",", Österreich, 22.10.2020",,Open Research Seminar ICAE,Universität Linz
Inequality in a zero growth economy,23.07.2020,Andere Vorträge und Präsentationen,32207,Janischweski A.,", Österreich, 23.07.2020",,Open Research Seminar ICAE,Universität Linz
Talking about Competition: Discursive shifts in the economic imaginary of competition,16.07.2020,Andere Vorträge und Präsentationen,32214,"Pühringer S., Rath J.",", Österreich, 16.07.2020",,Open Research Seminar ICAE,Universität Linz
Die strategische Ausrichtung der Europäischen Union,09.07.2020,Andere Vorträge und Präsentationen,32215,Porak L.,", Österreich, 09.07.2020",,Open Research Seminar ICAE,Universität Linz
Monopolies in Science Publishing: A black hole for public spending,30.06.2020,Andere Vorträge und Präsentationen,31872,Pühringer S.,", Österreich, 30.06.2020",,SPACE-Kickoff,WU Wien
The Emergence of Core-Periphery Structures in the European Trade Network,18.06.2020,Andere Vorträge und Präsentationen,32217,Gräbner-Radkowitsch C.,", Österreich, 18.06.2020",,Open Research Seminar ICAE,Universität Linz
Monopolies in Science Publishing: A black hole for public spending?,14.05.2020,Andere Vorträge und Präsentationen,32219,"Pühringer S., Rath J.",", Österreich, 14.05.2020",,Open Research Seminar ICAE,Universität Linz
Zettelkasten ist nicht gleich Zettelkasten: Eine Kontrastierung  der Arbeiten von Mark Lombardi und Niklas Luhmann,23.04.2020,Andere Vorträge und Präsentationen,32220,Hirte K.,", Österreich, 23.04.2020",Universität Linz,Open Research Seminar ICAE,Universität Linz
Theory and empirics of capability accumulation: Implications for macroeconomic modelling,13.02.2020,Andere Vorträge und Präsentationen,32223,"Aistleitner M., Gräbner-Radkowitsch C., Hornykewycz A.",", Österreich, 13.02.2020",,Open Research Seminar ICAE,Universität Linz
Diskursanalyse zu Schwarz-Blauen Arbeitsmarkt- und Sozialpolitikreformen,23.01.2020,Andere Vorträge und Präsentationen,32224,Pühringer S.,", Österreich, 23.01.2020",,Open Research Seminar ICAE,Universität Linz
The conflict over income in a capitalist society: A stock-flow consistent approach,09.01.2020,Andere Vorträge und Präsentationen,32225,Schütz B.,", Österreich, 09.01.2020",,Open Research Seminar ICAE,Universität Linz
"Prestons Community Wealth Building-Ansatz – Eine lokale Entwick-lungsstrategie (nicht nur) für Orte, die ‚nichts zählen‘",05.12.2019,Andere Vorträge und Präsentationen,32228,Eder J.,", Österreich, 05.12.2019",,Open Research Seminar ICAE,Universität Linz
Does employment protection affect unemployment? A meta-study,21.11.2019,Andere Vorträge und Präsentationen,32227,Heimberger P.,", Österreich, 21.11.2019",,Open Research Seminar ICAE,Universität Linz
Towards exploring the genesis of competition in economic thought,14.11.2019,Andere Vorträge und Präsentationen,32218,Aistleitner M.,", Österreich, 14.11.2019",,Open Research Seminar ICAE,Universität Linz
Machtstrukturen Neoliberaler Think Tanks in Österreich,30.04.2019,Andere Vorträge und Präsentationen,28105,Pühringer S.,", Österreich, 30.04.2019",Evangelische Bildungsakademie Oberösterreich,,Linz
Solving the Hold-up-Problem: Mechanism Design vs Social Norms,27.02.2019,Andere Vorträge und Präsentationen,32222,Rath J.,", Österreich, 27.02.2019",,Open Research Seminar ICAE,Universität Linz
Warum gibt es die Staatsschuldenkrise?,11.02.2019,Andere Vorträge und Präsentationen,27801,"Pühringer S., Schütz B.",", Österreich, 11.02.2019",,SchülerInnenworkshop,Johannes Kepler Universität Linz
Menschen- und Umweltrechte in globalen Beschaffungsketten,18.01.2019,Andere Vorträge und Präsentationen,26839,Schütz B.,", Österreich, 18.01.2019",,"Workshop Global denken, global handeln: Über Globalisierung",Johannes Kepler Universität Linz
Zivilisierte Märkte,18.07.2018,Andere Vorträge und Präsentationen,25766,"Kapeller J., Tamesberger D.",", Österreich, 18.07.2018",,Pressegespräch,Ausweichquartier Parlament
Ökonomische Effekte der Verkehrsreform des Landes Tirol,04.06.2018,Andere Vorträge und Präsentationen,25451,"Kapeller J., Schütz B.",", Österreich, 04.06.2018",LH-Stv. Ingrid Felipe,,Landhaus Innsbruck
Verteilungsgerechtigkeit und ökonomische Ungleichheit,10.04.2018,Andere Vorträge und Präsentationen,25773,Pühringer S.,", Österreich, 10.04.2018",HAK Traun,,Traun
Politik und Paradigmen in der Ökonomie in Deutschland und den USA,16.03.2018,Andere Vorträge und Präsentationen,25771,"Aigner E., Pühringer S.",", Deutschland, 16.03.2018",FGW Forschungsinstitut für gesellschaftliche Weiterentwicklung,FGW Vernetzungstreffen,Düsseldorf
Ernährungswende gemeinsam gestalten,06.03.2018,Andere Vorträge und Präsentationen,25820,Hirte K.,", Österreich, 06.03.2018",Bio Austria Linz,,Teilnahme Podiumsdiskussion
Wirtschaftswissenschaften und sozial-ökologische Transformation,06.11.2017,Andere Vorträge und Präsentationen,40371,Hirte K.,", Deutschland, 06.11.2017",Institut für ökologische Wirtschaftsforschung (IÖW) Berlin,,Diskussionsteilnahme
Globalization and Free Trade,29.08.2017,Andere Vorträge und Präsentationen,24159,Kapeller J.,", Österreich, 29.08.2017",Europäisches Forum Alpbach,Forum Alpbach 2017,"Alpbach, Tirol"
Wie wird gerechter Handel möglich?,09.06.2017,Andere Vorträge und Präsentationen,22930,Schütz B.,", Österreich, 09.06.2017",,Öffentlicher ExpertInnenworkshop der Allianz gerechter Handel,Linz
"Studienpräsentation ""Verankerung wohlstandsorientierter Politik""",12.12.2016,Andere Vorträge und Präsentationen,22044,"Brand U., Griesser M.",", Österreich, 12.12.2016",,"Workshop ""Verankerung wohlstandsorientierter Politik""",AK Wien
"Workshop ""Armut und soziale Ausgrenzung""",05.11.2016,Andere Vorträge und Präsentationen,22043,Griesser M.,", Österreich, 05.11.2016",,Tagung „Helfe sich wer kann! Unser Sozialsystem im Umbruch“,"FH Oberösterreich, Fakultät für Medizintechnik und Angewandte Sozialwissenschaften"
Podiumsdiskussion: Was kommt nach der Krise,19.09.2016,Andere Vorträge und Präsentationen,21300,Pühringer S.,", Österreich, 19.09.2016",,"im Anschluss an die Filmpremiere ""Zero Crash""","Linz, Movimiento Kino"
Wirkungen ökonomischer Lehre,27.07.2016,Andere Vorträge und Präsentationen,21297,Pühringer S.,", Deutschland, 27.07.2016",,Treffen AG Ökonomie und Studierende,Universität Frankfurt am Main
Workshop: Think Tanks und Macht,03.06.2016,Andere Vorträge und Präsentationen,21291,"Hubmann G., Pühringer S.",", Österreich, 03.06.2016",,ICAE-Sommerakademie „Globalisierung und Konzernmacht“,Wissensturm Linz
Das europäische Schattenbankensystem – Typologisierung und Bewertung regulatorischer Initiativen auf europäischer Ebene,12.05.2016,Andere Vorträge und Präsentationen,21389,"Beyer K., Bräutigam L.",", Österreich, 12.05.2016","Arbeiterkammer Wien, Arbeitskreis für europäische Wirtschaftspolitik",,Arbeiterkammer Wien
"Government policies and financial crises: On the mitigation, postponement and prevention of crisis within a Minsky-Veblen cycle",28.11.2015,Andere Vorträge und Präsentationen,18808,"Kapeller J., Landesmann M., Mohr F., Schütz B.",", Österreich, 28.11.2015",,MitarbeiterInnenseminar des Insituts für VWL der JKU,St. Agatha
Verteilungstendenzen im Kapitalismus - Nationale und globale Perspektiven,03.11.2015,Andere Vorträge und Präsentationen,18636,Kapeller J.,", Österreich, 03.11.2015",BEIGEWUM,"Präsentation Kurswechsel 2/15: Vermögensungleichheit, Kapitalismus und Demokratie",WU Wien
Zur Finanzkrise und ihren forschungsseitigen Herausforderungen,01.07.2015,Andere Vorträge und Präsentationen,21755,Hirte K.,", Österreich, 01.07.2015",HAK Ried,,
Moderation zu: Wirtschaftspolitische Herausforderungen einer starken Vermögenskonzentration,22.04.2015,Andere Vorträge und Präsentationen,17797,Hirte K.,", Österreich, 22.04.2015",Wissensturm Linz,"Vortragsreihe ""Eigentum""",Linz
Emanzipation bei Marx und seine Kritik an Proudhon.,18.10.2014,Andere Vorträge und Präsentationen,16240,Beyer K.,", Österreich, 18.10.2014",,Momentum 14 - Ökonomik und Emanzipation,Hallstadt
Diskussionsbeitrag zum Vortrag Modellierungskulturen in der Ökonomik: Vom Disziplinierungsinstrument zum Treiber von Theoriepluralismus?,13.12.2013,Andere Vorträge und Präsentationen,16241,Beyer K.,", Österreich, 13.12.2013",,ICAE-Wintertagung: Wissen! Welches Wissen,Linz
Workshop zum Schattenbankensystem,20.07.2013,Andere Vorträge und Präsentationen,15050,Beyer K.,", Österreich, 20.07.2013",,"ATTAC Sommer-Akademie „Reset Finance! Wege zu einem gesellschaftlich kontrollierten Finanz- und Bankensystem“,",Eisenstadt
Mehr Beteiligung durch direkte Demokratie?,03.12.2012,Andere Vorträge und Präsentationen,12915,Plaimer W.,", Österreich, 03.12.2012",Renner Institut Oberösterreich,,
Diskussion zum Film Inside Job,12.09.2012,Andere Vorträge und Präsentationen,12901,Ötsch W.,", Österreich, 12.09.2012",Arbeiterkammer Linz,Dokumentarfilmreihe Die Politik in der Krise,Linz
Das Konzept einer Gesamtanalyse der Wirtschaft,11.09.2012,Andere Vorträge und Präsentationen,40372,Hirte K.,", Deutschland, 11.09.2012",1te pluralistische Ergänzungsveranstaltung zur Jahrestagung des Vereins für Socialpolitik,1te pluralistische Ergänzungsveranstaltung zur Jahrestagung des Vereins für Socialpolitik,Göttingen
"Moderation zum Vortrag ""Geld regiert die Welt! Wer regiert das Geld?"" von Prof. Dr. Margit Kennedy",07.03.2012,Andere Vorträge und Präsentationen,11418,Hirte K.,", Österreich, 07.03.2012",,,Wissensturm Linz
"Kommentar zum Vortrag ""Rebooting Is Not An Option: Toward Equitable Social and Economic Development"" von Stephanie Seguino",29.02.2012,Andere Vorträge und Präsentationen,11417,"Hirte K., Nordmann J.",", Österreich, 29.02.2012",,,Wissensturm Linz
"Moderation zu: „’Rebooting’ is not an option: Toward equitable social and economic development” von Stephanie Seguino (University of Vermont/USA), (via skype), Wissensturm Linz.",29.02.2012,Andere Vorträge und Präsentationen,12896,Hirte K.,", Österreich, 29.02.2012",Vortragsreihe „Ökonomia“ - Wirtschaft aus feministischer Sicht,„Ökonomia“ - Wirtschaft aus feministischer Sicht,Wissensturm Linz
